,raw_date,High,Low,Open,Close,Volume,adjclose,Date
0,1546300800,160.82489013671875,132.6507110595703,133.41815185546875,151.69921875,20670922339,151.69921875,2019-01-01
1,1546905600,153.6257781982422,116.08596801757812,151.96754455566406,129.0687255859375,18172827930,129.0687255859375,2019-01-08
2,1547510400,130.74356079101562,116.15744018554688,129.1726837158203,117.15785217285156,18815489998,117.15785217285156,2019-01-15
3,1548115200,119.66434478759766,103.33646392822266,117.11075592041016,106.58997344970703,18792149882,106.58997344970703,2019-01-22
4,1548720000,110.82735443115234,103.99922943115234,106.72195434570312,107.82160186767578,18541237781,107.82160186767578,2019-01-29
5,1549324800,124.87153625488281,102.93456268310547,107.62816619873047,121.29839324951172,20348409044,121.29839324951172,2019-02-05
6,1549929600,147.68658447265625,119.60002136230469,121.17857360839844,146.09837341308594,25419045661,146.09837341308594,2019-02-12
7,1550534400,165.54962158203125,135.4838409423828,146.39881896972656,139.82286071777344,32929379299,139.82286071777344,2019-02-19
8,1551139200,141.3362274169922,125.40270233154297,139.64608764648438,127.77412414550781,27762355295,127.77412414550781,2019-02-26
9,1551744000,140.85787963867188,126.73529815673828,127.79295349121094,133.8340301513672,32652091928,133.8340301513672,2019-03-05
10,1552348800,144.55844116210938,130.94415283203125,134.01284790039062,139.37460327148438,31176445279,139.37460327148438,2019-03-12
11,1552953600,141.00323486328125,133.4901580810547,139.25401306152344,135.03102111816406,31677700477,135.03102111816406,2019-03-19
12,1553558400,149.6132354736328,133.75733947753906,135.0543212890625,141.830322265625,33022038809,141.830322265625,2019-03-26
13,1554159600,184.3778533935547,141.63645935058594,141.8395233154297,180.25881958007812,60001699232,180.25881958007812,2019-04-01
14,1554764400,183.13427734375,159.5557403564453,180.2221221923828,161.5741729736328,45063934871,161.5741729736328,2019-04-08
15,1555369200,176.705810546875,160.8887481689453,161.52655029296875,171.87466430664062,42531860158,171.87466430664062,2019-04-15
